# Mesh (100 by 100): x, y, dx, dy
-5.000000	-7.500000	0.151515	0.151515
-4.848485	-7.348485	0.151515	0.151515
-4.696970	-7.196970	0.151515	0.151515
-4.545455	-7.045455	0.151515	0.151515
-4.393939	-6.893939	0.151515	0.151515
-4.242424	-6.742424	0.151515	0.151515
-4.090909	-6.590909	0.151515	0.151515
-3.939394	-6.439394	0.151515	0.151515
-3.787879	-6.287879	0.151515	0.151515
-3.636364	-6.136364	0.151515	0.151515
-3.484848	-5.984848	0.151515	0.151515
-3.333333	-5.833333	0.151515	0.151515
-3.181818	-5.681818	0.151515	0.151515
-3.030303	-5.530303	0.151515	0.151515
-2.878788	-5.378788	0.151515	0.151515
-2.727273	-5.227273	0.151515	0.151515
-2.575758	-5.075758	0.151515	0.151515
-2.424242	-4.924242	0.151515	0.151515
-2.272727	-4.772727	0.151515	0.151515
-2.121212	-4.621212	0.151515	0.151515
-1.969697	-4.469697	0.151515	0.151515
-1.818182	-4.318182	0.151515	0.151515
-1.666667	-4.166667	0.151515	0.151515
-1.515152	-4.015152	0.151515	0.151515
-1.363636	-3.863636	0.151515	0.151515
-1.212121	-3.712121	0.151515	0.151515
-1.060606	-3.560606	0.151515	0.151515
-0.909091	-3.409091	0.151515	0.151515
-0.757576	-3.257576	0.151515	0.151515
-0.606061	-3.106061	0.151515	0.151515
-0.454545	-2.954545	0.151515	0.151515
-0.303030	-2.803030	0.151515	0.151515
-0.151515	-2.651515	0.151515	0.151515
0.000000	-2.500000	0.151515	0.151515
0.151515	-2.348485	0.151515	0.151515
0.303030	-2.196970	0.151515	0.151515
0.454545	-2.045455	0.151515	0.151515
0.606061	-1.893939	0.151515	0.151515
0.757576	-1.742424	0.151515	0.151515
0.909091	-1.590909	0.151515	0.151515
1.060606	-1.439394	0.151515	0.151515
1.212121	-1.287879	0.151515	0.151515
1.363636	-1.136364	0.151515	0.151515
1.515152	-0.984848	0.151515	0.151515
1.666667	-0.833333	0.151515	0.151515
1.818182	-0.681818	0.151515	0.151515
1.969697	-0.530303	0.151515	0.151515
2.121212	-0.378788	0.151515	0.151515
2.272727	-0.227273	0.151515	0.151515
2.424242	-0.075758	0.151515	0.151515
2.575758	0.075758	0.151515	0.151515
2.727273	0.227273	0.151515	0.151515
2.878788	0.378788	0.151515	0.151515
3.030303	0.530303	0.151515	0.151515
3.181818	0.681818	0.151515	0.151515
3.333333	0.833333	0.151515	0.151515
3.484848	0.984848	0.151515	0.151515
3.636364	1.136364	0.151515	0.151515
3.787879	1.287879	0.151515	0.151515
3.939394	1.439394	0.151515	0.151515
4.090909	1.590909	0.151515	0.151515
4.242424	1.742424	0.151515	0.151515
4.393939	1.893939	0.151515	0.151515
4.545455	2.045455	0.151515	0.151515
4.696970	2.196970	0.151515	0.151515
4.848485	2.348485	0.151515	0.151515
5.000000	2.500000	0.151515	0.151515
5.151515	2.651515	0.151515	0.151515
5.303030	2.803030	0.151515	0.151515
5.454545	2.954545	0.151515	0.151515
5.606061	3.106061	0.151515	0.151515
5.757576	3.257576	0.151515	0.151515
5.909091	3.409091	0.151515	0.151515
6.060606	3.560606	0.151515	0.151515
6.212121	3.712121	0.151515	0.151515
6.363636	3.863636	0.151515	0.151515
6.515152	4.015152	0.151515	0.151515
6.666667	4.166667	0.151515	0.151515
6.818182	4.318182	0.151515	0.151515
6.969697	4.469697	0.151515	0.151515
7.121212	4.621212	0.151515	0.151515
7.272727	4.772727	0.151515	0.151515
7.424242	4.924242	0.151515	0.151515
7.575758	5.075758	0.151515	0.151515
7.727273	5.227273	0.151515	0.151515
7.878788	5.378788	0.151515	0.151515
8.030303	5.530303	0.151515	0.151515
8.181818	5.681818	0.151515	0.151515
8.333333	5.833333	0.151515	0.151515
8.484848	5.984848	0.151515	0.151515
8.636364	6.136364	0.151515	0.151515
8.787879	6.287879	0.151515	0.151515
8.939394	6.439394	0.151515	0.151515
9.090909	6.590909	0.151515	0.151515
9.242424	6.742424	0.151515	0.151515
9.393939	6.893939	0.151515	0.151515
9.545455	7.045455	0.151515	0.151515
9.696970	7.196970	0.151515	0.151515
9.848485	7.348485	0.151515	0.151515
10.000000	7.500000	0.151515	0.151515
